red_freq,green_freq,blue_freq,value
67,85,87,5000
66,85,87,5000
66,85,87,5000
67,86,87,5000
67,86,87,5000
67,85,85,5000
67,85,85,5000
67,86,87,5000
67,86,87,5000
67,85,86,5000
67,85,86,5000
67,85,87,5000
67,85,87,5000
67,84,87,5000
67,84,87,5000
67,85,86,5000
67,85,86,5000
67,86,89,5000
67,86,89,5000
68,86,87,5000
68,86,87,5000
70,88,89,5000
70,88,89,5000
67,79,88,5000
67,79,88,5000
64,83,84,5000
64,83,84,5000
65,81,82,5000
65,81,82,5000
66,81,81,5000
66,81,81,5000
65,80,81,5000
65,80,81,5000
65,82,82,5000
65,82,82,5000
66,81,80,5000
66,81,80,5000
65,82,82,5000
65,82,82,5000
66,82,82,5000
66,82,82,5000
66,82,82,5000
66,82,82,5000
66,81,82,5000
66,81,82,5000
66,82,82,5000
66,82,82,5000
67,85,84,5000
67,85,84,5000
70,90,88,5000
70,90,88,5000
70,89,87,5000
70,89,87,5000
71,91,88,5000
71,91,88,5000
67,85,82,5000
67,85,82,5000
67,84,82,5000
67,84,82,5000
66,84,82,5000
66,84,82,5000
64,81,79,5000
64,81,79,5000
61,75,75,5000
61,75,75,5000
59,74,72,5000
59,74,72,5000
59,73,73,5000
59,73,73,5000
70,90,88,5000
70,90,88,5000
69,89,87,5000
69,89,87,5000
68,87,84,5000
68,87,84,5000
68,88,86,5000
68,88,86,5000
70,86,83,5000
70,86,83,5000
67,83,83,5000
67,83,83,5000
68,83,82,5000
68,83,82,5000
66,82,82,5000
66,82,82,5000
67,83,84,5000
67,83,84,5000
67,83,82,5000
67,83,82,5000
69,84,80,5000
69,84,80,5000
70,85,81,5000
70,85,81,5000
66,84,80,5000
66,84,80,5000
70,88,83,5000
70,88,83,5000
69,86,81,5000
69,86,81,5000
67,84,84,5000
67,84,84,5000
78,89,71,10000
78,89,71,10000
79,89,73,10000
79,89,73,10000
80,89,72,10000
80,89,72,10000
79,89,73,10000
79,89,73,10000
78,89,72,10000
78,89,72,10000
80,89,72,10000
80,89,72,10000
78,89,72,10000
78,89,72,10000
79,89,73,10000
79,89,73,10000
80,90,73,10000
80,90,73,10000
80,90,73,10000
80,90,73,10000
80,90,72,10000
80,90,72,10000
80,91,72,10000
80,91,72,10000
81,90,73,10000
81,90,73,10000
80,88,73,10000
80,88,73,10000
80,90,73,10000
80,90,73,10000
80,92,74,10000
80,92,74,10000
84,96,78,10000
84,96,78,10000
84,97,79,10000
84,97,79,10000
84,97,77,10000
84,97,77,10000
84,98,79,10000
84,98,79,10000
85,97,79,10000
85,97,79,10000
83,97,78,10000
83,97,78,10000
86,100,79,10000
86,100,79,10000
84,96,78,10000
84,96,78,10000
84,95,78,10000
84,95,78,10000
82,95,75,10000
82,95,75,10000
81,93,74,10000
81,93,74,10000
81,92,74,10000
81,92,74,10000
81,90,74,10000
81,90,74,10000
80,90,73,10000
80,90,73,10000
81,93,76,10000
81,93,76,10000
81,93,74,10000
81,93,74,10000
83,93,76,10000
83,93,76,10000
81,94,74,10000
81,94,74,10000
84,95,77,10000
84,95,77,10000
84,95,76,10000
84,95,76,10000
82,93,75,10000
82,93,75,10000
81,92,76,10000
81,92,76,10000
81,93,75,10000
81,93,75,10000
81,93,75,10000
81,93,75,10000
82,92,75,10000
82,92,75,10000
83,94,75,10000
83,94,75,10000
80,92,75,10000
80,92,75,10000
82,92,74,10000
82,92,74,10000
80,93,73,10000
80,93,73,10000
77,92,75,10000
77,92,75,10000
76,91,80,10000
76,91,80,10000
77,93,79,10000
77,93,79,10000
76,93,79,10000
76,93,79,10000
79,94,80,10000
79,94,80,10000
82,99,82,10000
82,99,82,10000
82,99,82,10000
82,99,82,10000
81,99,82,10000
81,99,82,10000
78,96,80,10000
78,96,80,10000
78,94,80,10000
78,94,80,10000
78,95,80,10000
78,95,80,10000
78,91,79,10000
78,91,79,10000
77,93,78,10000
77,93,78,10000
78,93,76,10000
78,93,76,10000
75,89,74,10000
75,89,74,10000
74,89,73,10000
74,89,73,10000
73,89,73,10000
73,89,73,10000
72,88,73,10000
72,88,73,10000
82,100,83,10000
82,100,83,10000
76,92,78,10000
76,92,78,10000
77,93,79,10000
77,93,79,10000
76,92,78,10000
76,92,78,10000
77,94,79,10000
77,94,79,10000
78,93,79,10000
78,93,79,10000
77,92,78,10000
77,92,78,10000
77,93,79,10000
77,93,79,10000
78,96,80,10000
78,96,80,10000
77,93,78,10000
77,93,78,10000
79,96,81,10000
79,96,81,10000
79,96,80,10000
79,96,80,10000
81,98,82,10000
81,98,82,10000
81,97,80,10000
81,97,80,10000
77,91,76,10000
77,91,76,10000
79,97,79,10000
79,97,79,10000
83,100,83,10000
83,100,83,10000
81,97,82,10000
81,97,82,10000
80,96,82,10000
80,96,82,10000
78,94,79,10000
78,94,79,10000
76,93,78,10000
76,93,78,10000
77,92,78,10000
77,92,78,10000
81,99,82,10000
81,99,82,10000
78,93,80,10000
78,93,80,10000
77,94,79,10000
77,94,79,10000
76,93,78,10000
76,93,78,10000
72,86,72,10000
72,86,72,10000
73,88,75,10000
73,88,75,10000
75,89,77,10000
75,89,77,10000
77,95,77,10000
77,95,77,10000
78,97,78,10000
78,97,78,10000
77,93,78,10000
77,93,78,10000
77,91,77,10000
77,91,77,10000
73,88,72,10000
73,88,72,10000
70,82,69,10000
70,82,69,10000
68,81,67,10000
68,81,67,10000
79,95,78,10000
79,95,78,10000
74,88,75,10000
74,88,75,10000
72,87,74,10000
72,87,74,10000
72,88,75,10000
72,88,75,10000
76,93,78,10000
76,93,78,10000
77,94,78,10000
77,94,78,10000
77,94,78,10000
77,94,78,10000
78,93,79,10000
78,93,79,10000
77,94,79,10000
77,94,79,10000
76,95,78,10000
76,95,78,10000
75,89,76,10000
75,89,76,10000
74,88,75,10000
74,88,75,10000
73,89,76,10000
73,89,76,10000
79,98,80,10000
79,98,80,10000
81,96,80,10000
81,96,80,10000
77,93,76,10000
77,93,76,10000
73,91,75,10000
73,91,75,10000
75,91,78,10000
75,91,78,10000
75,93,77,10000
75,93,77,10000
77,92,77,10000
77,92,77,10000
74,85,71,10000
74,85,71,10000
73,85,71,10000
73,85,71,10000
73,85,72,10000
73,85,72,10000
74,85,71,10000
74,85,71,10000
74,85,70,10000
74,85,70,10000
81,94,79,10000
81,94,79,10000
81,98,79,10000
81,98,79,10000
80,99,79,10000
80,99,79,10000
79,95,79,10000
79,95,79,10000
79,94,79,10000
79,94,79,10000
77,91,74,10000
77,91,74,10000
70,86,71,10000
70,86,71,10000
68,81,67,10000
68,81,67,10000
73,87,72,10000
73,87,72,10000
76,90,75,10000
76,90,75,10000
77,92,79,10000
77,92,79,10000
81,98,82,10000
81,98,82,10000
78,94,77,10000
78,94,77,10000
76,86,73,10000
76,86,73,10000
75,87,73,10000
75,87,73,10000
75,86,72,10000
75,86,72,10000
74,87,73,10000
74,87,73,10000
73,87,71,10000
73,87,71,10000
75,88,74,10000
75,88,74,10000
71,73,70,20000
69,71,70,20000
69,72,70,20000
69,72,70,20000
69,71,70,20000
68,72,70,20000
69,72,70,20000
69,72,69,20000
69,73,70,20000
69,72,70,20000
69,72,70,20000
70,72,69,20000
69,72,70,20000
74,76,72,20000
79,78,74,20000
77,74,71,20000
79,79,76,20000
85,83,79,20000
76,75,71,20000
80,80,77,20000
79,78,75,20000
77,77,74,20000
75,76,73,20000
73,75,73,20000
70,73,70,20000
71,75,73,20000
80,80,76,20000
82,82,78,20000
86,84,81,20000
87,85,81,20000
84,83,77,20000
76,78,73,20000
75,76,73,20000
70,73,70,20000
70,72,70,20000
69,70,69,20000
72,73,70,20000
70,72,71,20000
70,73,70,20000
71,73,72,20000
71,73,71,20000
70,72,70,20000
71,74,70,20000
70,73,70,20000
71,73,69,20000
70,72,70,20000
70,73,70,20000
71,72,70,20000
71,73,70,20000
70,73,70,20000
70,73,70,20000
71,73,70,20000
71,72,70,20000
70,72,69,20000
70,73,70,20000
70,73,69,20000
70,72,70,20000
71,73,70,20000
71,73,69,20000
71,73,71,20000
71,72,70,20000
70,73,70,20000
70,73,71,20000
70,74,70,20000
71,72,71,20000
70,73,70,20000
70,73,69,20000
70,73,70,20000
72,71,69,20000
69,71,69,20000
72,74,73,20000
73,76,74,20000
72,76,74,20000
73,77,75,20000
73,76,73,20000
72,74,74,20000
72,75,73,20000
71,74,73,20000
74,78,76,20000
78,80,78,20000
77,81,78,20000
79,81,79,20000
77,79,78,20000
73,74,73,20000
72,76,73,20000
78,80,79,20000
79,80,78,20000
77,81,79,20000
71,74,72,20000
75,79,77,20000
75,78,77,20000
76,77,75,20000
74,76,75,20000
73,76,73,20000
72,75,73,20000
74,76,76,20000
75,77,76,20000
73,75,74,20000
72,75,73,20000
75,79,78,20000
78,79,78,20000
80,81,79,20000
80,81,79,20000
80,82,80,20000
75,76,74,20000
74,77,74,20000
75,77,75,20000
77,80,79,20000
80,81,79,20000
81,80,79,20000
79,79,76,20000
80,80,79,20000
78,79,79,20000
76,78,77,20000
77,79,78,20000
72,76,74,20000
73,76,75,20000
66,68,68,20000
71,74,73,20000
70,75,74,20000
74,75,74,20000
72,75,74,20000
75,77,77,20000
79,84,83,20000
79,81,78,20000
78,78,76,20000
78,78,74,20000
77,78,74,20000
76,77,71,20000
75,76,72,20000
77,77,74,20000
80,81,79,20000
78,80,78,20000
79,81,78,20000
78,80,78,20000
76,78,77,20000
74,77,75,20000
70,75,74,20000
72,74,73,20000
73,76,74,20000
72,76,74,20000
73,77,75,20000
73,76,73,20000
72,74,74,20000
72,75,73,20000
71,74,73,20000
74,78,76,20000
78,80,78,20000
77,81,78,20000
79,81,79,20000
77,79,78,20000
73,74,73,20000
72,76,73,20000
78,80,79,20000
79,80,78,20000
77,81,79,20000
71,74,72,20000
75,79,77,20000
75,78,77,20000
76,77,75,20000
74,76,75,20000
73,76,73,20000
72,75,73,20000
74,76,76,20000
75,77,76,20000
73,75,74,20000
72,75,73,20000
75,79,78,20000
78,79,78,20000
80,81,79,20000
80,81,79,20000
80,82,80,20000
75,76,74,20000
74,77,74,20000
75,77,75,20000
77,80,79,20000
80,81,79,20000
81,80,79,20000
79,79,76,20000
80,80,79,20000
78,79,79,20000
76,78,77,20000
77,79,78,20000
72,76,74,20000
73,76,75,20000
66,68,68,20000
71,74,73,20000
70,75,74,20000
74,75,74,20000
72,75,74,20000
75,77,77,20000
79,84,83,20000
79,81,78,20000
78,78,76,20000
78,78,74,20000
77,78,74,20000
76,77,71,20000
75,76,72,20000
77,77,74,20000
80,81,79,20000
78,80,78,20000
79,81,78,20000
78,80,78,20000
76,78,77,20000
74,77,75,20000
70,75,74,20000
89,97,96,20000
83,90,90,20000
81,90,91,20000
82,91,92,20000
82,90,90,20000
76,83,83,20000
91,97,98,20000
91,99,98,20000
91,99,97,20000
92,98,99,20000
87,95,95,20000
68,77,84,20000
83,91,92,20000
84,92,93,20000
84,92,93,20000
82,92,94,20000
89,98,97,20000
93,99,96,20000
93,99,100,20000
88,99,99,20000
87,96,95,20000
84,93,93,20000
96,104,100,20000
96,103,101,20000
95,102,101,20000
101,106,104,20000
100,108,103,20000
99,104,100,20000
99,105,101,20000
100,108,103,20000
100,106,104,20000
100,107,103,20000
99,106,102,20000
97,101,98,20000
97,105,102,20000
95,104,101,20000
92,98,95,20000
90,97,93,20000
95,100,99,20000
100,105,103,20000
96,105,102,20000
94,101,98,20000
94,101,96,20000
96,102,98,20000
100,106,103,20000
101,107,102,20000
97,102,98,20000
95,98,94,20000
95,103,100,20000
100,105,102,20000
98,105,104,20000
97,105,99,20000
87,84,70,50000
88,86,71,50000
87,85,70,50000
88,86,73,50000
88,86,71,50000
89,87,73,50000
84,84,70,50000
86,84,71,50000
89,86,73,50000
87,87,71,50000
88,87,71,50000
88,87,71,50000
89,86,72,50000
85,84,70,50000
81,81,68,50000
83,85,71,50000
89,88,73,50000
82,82,69,50000
79,80,68,50000
86,85,71,50000
89,88,72,50000
90,88,72,50000
